sample_ts_UTC,pre_post,sample_event,sample_id,DOC_trios,DOC_sww,DOC_NPOC,Au254nm,Au400nm,Au465nm,Au665nm,pH
07/01/2016 17:00,2,27,21,12.14,NA,NA,1.156,0.23,0.134,0.074,4.68
07/01/2016 21:00,2,27,22,13.07,NA,NA,1.173,0.238,0.137,0.074,4.65
08/01/2016 01:00,2,27,23,12.37,NA,NA,1.183,0.236,0.137,0.076,4.67
08/01/2016 05:00,2,27,24,11.24,NA,NA,1.181,0.242,0.142,0.079,4.69
17/01/2016 09:00,2,28,9,7.24,NA,NA,1.12,0.216,0.127,0.073,5.31
17/01/2016 12:00,2,28,10,11.71,NA,NA,1.118,0.218,0.129,0.075,5.06
17/01/2016 15:00,2,28,11,11.71,NA,NA,1.094,0.212,0.124,0.072,4.93
17/01/2016 18:00,2,28,12,10.8,NA,NA,1.061,0.208,0.122,0.071,4.76
17/01/2016 21:00,2,28,13,10.99,NA,NA,1.07,0.216,0.128,0.075,4.79
18/01/2016 00:00,2,28,14,11.01,NA,NA,1.057,0.206,0.121,0.071,4.73
18/01/2016 03:00,2,28,15,10.77,NA,NA,1.041,0.204,0.12,0.072,4.71
18/01/2016 06:00,2,28,16,10.63,NA,NA,1.046,0.208,0.123,0.073,4.79
18/01/2016 09:00,2,28,17,11,NA,NA,1.046,0.207,0.122,0.072,4.61
18/01/2016 12:00,2,28,18,10.82,NA,NA,1.045,0.208,0.123,0.072,4.7
18/01/2016 15:00,2,28,19,10.19,NA,NA,1.087,0.219,0.13,0.076,4.69
18/01/2016 18:00,2,28,20,9.08,NA,NA,1.063,0.21,0.124,0.072,4.74
18/01/2016 21:00,2,28,21,12.83,NA,NA,1.074,0.212,0.124,0.072,4.68
19/01/2016 00:00,2,28,22,11.31,NA,NA,1.113,0.22,0.128,0.073,4.71
19/01/2016 03:00,2,28,23,10.62,NA,NA,1.105,0.221,0.127,0.073,4.7
19/01/2016 06:00,2,28,24,9.63,NA,NA,1.101,0.217,0.126,0.072,4.72
22/01/2016 09:00,2,29,1,10.32,NA,NA,1.058,0.214,0.125,0.073,4.92
22/01/2016 12:00,2,29,2,11.24,NA,NA,1.131,0.222,0.128,0.072,4.95
22/01/2016 15:00,2,29,3,12.35,NA,NA,1.181,0.235,0.134,0.073,4.96
22/01/2016 18:00,2,29,4,12.82,NA,NA,1.221,0.244,0.136,0.074,4.87
22/01/2016 21:00,2,29,5,12.46,NA,NA,1.256,0.255,0.144,0.076,4.89
23/01/2016 18:00,2,29,12,14.26,NA,NA,1.268,0.242,0.136,0.073,4.75
23/01/2016 21:00,2,29,13,13.73,NA,NA,1.237,0.247,0.139,0.075,4.76
24/01/2016 00:00,2,29,14,12.87,NA,NA,1.229,0.236,0.133,0.072,4.75
24/01/2016 03:00,2,29,15,12.51,NA,NA,1.253,0.24,0.135,0.072,4.74
24/01/2016 06:00,2,29,16,13.46,NA,NA,1.293,0.244,0.137,0.073,4.75
24/01/2016 09:00,2,29,17,13.41,NA,NA,1.339,0.257,0.144,0.075,4.72
24/01/2016 12:00,2,29,18,14.83,NA,NA,1.376,0.264,0.147,0.074,4.75
24/01/2016 15:00,2,29,19,14.3,NA,NA,1.404,0.266,0.148,0.076,4.71
09/04/2016 09:00,2,30,1,NA,NA,NA,1.824,0.283,0.147,0.076,NA
09/04/2016 12:00,2,30,2,16.63,NA,NA,1.785,0.249,0.12,0.06,5.5
09/04/2016 15:00,2,30,3,17.57,NA,NA,1.842,0.254,0.122,0.062,5.31
09/04/2016 18:00,2,30,4,15.8,NA,NA,1.941,0.292,0.147,0.073,5.36
09/04/2016 21:00,2,30,5,19.64,NA,NA,1.934,0.29,0.145,0.07,5.35
10/04/2016 00:00,2,30,6,16.48,NA,NA,1.823,0.263,0.127,0.062,5.58
10/04/2016 03:00,2,30,7,16.07,NA,NA,1.857,0.286,0.145,0.07,5.64
10/04/2016 06:00,2,30,8,NA,NA,NA,1.856,0.285,0.144,0.071,NA
10/04/2016 09:00,2,30,9,NA,NA,NA,1.792,0.257,0.124,0.06,NA
10/04/2016 12:00,2,30,10,NA,NA,NA,1.861,0.27,0.131,0.063,NA
10/04/2016 15:00,2,30,11,NA,NA,NA,1.935,0.288,0.143,0.069,NA
10/04/2016 18:00,2,30,12,18.43,NA,NA,1.934,0.288,0.143,0.07,5.73
10/04/2016 21:00,2,30,13,15.52,NA,NA,1.633,0.238,0.117,0.06,5.59
11/04/2016 09:00,2,30,14,16.11,NA,NA,1.627,0.237,0.117,0.06,5.55
11/04/2016 12:00,2,30,15,NA,NA,NA,1.655,0.239,0.118,0.061,NA
11/04/2016 15:00,2,30,16,15.73,NA,NA,1.707,0.245,0.121,0.062,5.52
15/10/2016 15:24,2,31,1,23.08,NA,NA,1.824,0.283,0.147,0.076,4.83
15/10/2016 16:16,2,31,2,24.53,NA,NA,1.785,0.249,0.12,0.06,4.89
15/10/2016 17:48,2,31,3,25.65,NA,NA,1.842,0.254,0.122,0.062,4.8
16/10/2016 00:41,2,31,4,25.85,NA,NA,1.941,0.292,0.147,0.073,4.6
16/10/2016 01:32,2,31,5,25.95,NA,NA,1.934,0.29,0.145,0.07,4.47
16/10/2016 02:08,2,31,6,23.38,NA,NA,1.823,0.263,0.127,0.062,4.5
16/10/2016 03:48,2,31,7,25.91,NA,NA,1.857,0.286,0.145,0.07,4.52
16/10/2016 04:24,2,31,8,23.72,NA,NA,1.856,0.285,0.144,0.071,4.45
16/10/2016 04:56,2,31,9,24.16,NA,NA,1.792,0.257,0.124,0.06,4.39
16/10/2016 05:50,2,31,10,24.47,NA,NA,1.861,0.27,0.131,0.063,4.36
16/10/2016 06:29,2,31,11,26.88,NA,NA,1.935,0.288,0.143,0.069,4.4
16/10/2016 22:19,2,31,12,25.9,NA,NA,1.934,0.288,0.143,0.07,4.23
17/10/2016 00:26,2,31,13,25.9,NA,NA,1.633,0.238,0.117,0.06,4.36
17/10/2016 00:59,2,31,14,21.86,NA,NA,1.627,0.237,0.117,0.06,4.39
17/10/2016 01:38,2,31,15,22.26,NA,NA,1.655,0.239,0.118,0.061,4.4
17/10/2016 02:37,2,31,16,23.27,NA,NA,1.707,0.245,0.121,0.062,4.38
28/10/2016 09:00,2,32,1,30.67,NA,NA,2.187,0.312,0.149,0.067,5.61
28/10/2016 14:00,2,32,2,31.09,NA,NA,2.26,0.338,0.169,0.078,5.64
28/10/2016 19:00,2,32,3,29.47,NA,NA,2.272,0.369,0.198,0.102,5.58
29/10/2016 00:00,2,32,4,32.23,NA,NA,2.296,0.34,0.168,0.077,5.58
29/10/2016 05:00,2,32,5,34.36,NA,NA,2.202,0.312,0.148,0.066,5.47
29/10/2016 10:00,2,32,6,33.7,NA,NA,2.247,0.332,0.163,0.073,5.55
29/10/2016 15:00,2,32,7,34.07,NA,NA,2.238,0.319,0.151,0.068,5.6
29/10/2016 20:00,2,32,8,31.87,NA,NA,2.247,0.322,0.154,0.069,5.51
01/11/2016 11:00,2,32,9,30.63,NA,NA,2.277,0.331,0.161,0.073,5.53
09/11/2016 00:21,2,33,1,49.21,NA,NA,1.832,0.274,0.136,0.067,5.89
09/11/2016 01:30,2,33,2,49.99,NA,NA,1.82,0.267,0.129,0.063,5.92
09/11/2016 02:45,2,33,3,50.19,NA,NA,1.815,0.265,0.128,0.063,5.86
09/11/2016 03:57,2,33,4,47.27,NA,NA,1.863,0.344,0.214,0.147,5.82
10/11/2016 13:25,2,33,5,58.99,NA,NA,1.817,0.269,0.131,0.062,5.83
12/11/2016 07:22,2,33,6,50.6,NA,NA,1.831,0.265,0.129,0.063,5.84
18/11/2016 21:03,2,34,1,19.74,NA,NA,1.396,0.215,0.109,0.059,4.86
19/11/2016 11:37,2,34,2,20.59,NA,NA,1.376,0.214,0.108,0.059,4.97
20/11/2016 12:12,2,34,3,20.47,NA,NA,1.374,0.213,0.107,0.058,4.92
20/11/2016 12:42,2,34,4,20.13,NA,NA,1.384,0.216,0.109,0.059,4.94
20/11/2016 13:01,2,34,5,20.86,NA,NA,1.384,0.215,0.109,0.059,4.84
20/11/2016 13:58,2,34,6,19.54,NA,NA,1.393,0.221,0.114,0.062,4.86
20/11/2016 17:02,2,34,7,17.74,NA,NA,1.388,0.222,0.115,0.061,4.77
20/11/2016 19:07,2,34,8,17.81,NA,NA,1.38,0.218,0.111,0.06,4.8
20/11/2016 19:29,2,34,9,17.86,NA,NA,1.383,0.219,0.112,0.06,4.82
20/11/2016 20:36,2,34,10,17.84,NA,NA,1.383,0.22,0.112,0.06,4.8
20/11/2016 22:11,2,34,11,19.15,NA,NA,1.411,0.227,0.119,0.063,4.67
20/11/2016 22:31,2,34,12,18.44,NA,NA,1.297,0.217,0.113,0.062,4.57
20/11/2016 23:05,2,34,13,18.41,NA,NA,1.294,0.213,0.111,0.061,4.56
21/11/2016 07:15,2,34,14,18.45,NA,NA,1.284,0.218,0.115,0.062,4.5
21/11/2016 08:30,2,34,15,18.45,NA,NA,1.278,0.213,0.112,0.062,4.62
21/11/2016 08:37,2,34,16,18.48,NA,NA,1.279,0.213,0.112,0.062,4.67
21/11/2016 09:20,2,34,17,18.37,NA,NA,1.278,0.212,0.111,0.061,4.63
21/11/2016 10:55,2,34,18,19.27,NA,NA,1.287,0.22,0.118,0.063,4.6
21/11/2016 11:56,2,34,19,19.37,NA,NA,1.279,0.212,0.111,0.06,4.3
21/11/2016 13:00,2,34,20,19.35,NA,NA,1.278,0.211,0.11,0.059,4.41
21/11/2016 16:47,2,34,21,17.98,NA,NA,1.223,0.226,0.133,0.087,4.39
21/11/2016 18:23,2,34,22,16.67,NA,NA,1.22,0.223,0.129,0.085,4.45
01/05/2017 01:43,2,35,1,47.79,NA,NA,1.997,0.303,0.149,0.069,4.19
01/05/2017 04:53,2,35,2,44.99,NA,NA,1.9,0.285,0.139,0.064,4.17
01/05/2017 04:54,2,35,3,45,NA,NA,1.893,0.284,0.14,0.069,4.13
01/05/2017 05:34,2,35,4,43,NA,NA,1.847,0.278,0.137,0.065,4.16
01/05/2017 05:34,2,35,5,43.35,NA,NA,1.845,0.279,0.138,0.065,4.07
01/05/2017 07:10,2,35,6,43.15,NA,NA,1.822,0.272,0.134,0.064,4.14
01/05/2017 07:19,2,35,7,42.75,NA,NA,1.796,0.267,0.132,0.064,4.07
01/05/2017 07:20,2,35,8,36.63,NA,NA,1.802,0.264,0.131,0.063,4.05
01/05/2017 07:52,2,35,9,42.1,NA,NA,1.784,0.265,0.131,0.063,4.06
01/05/2017 09:31,2,35,10,43.67,NA,NA,1.822,0.265,0.13,0.063,4.03
01/05/2017 09:32,2,35,11,43.82,NA,NA,1.822,0.265,0.129,0.062,4.06
15/05/2017 10:50,2,36,1,53.49,NA,NA,2.176,0.321,0.152,0.065,4.58
15/05/2017 12:50,2,36,2,56.06,NA,NA,2.24,0.324,0.152,0.065,4.42
15/05/2017 14:50,2,36,3,60.65,NA,NA,2.336,0.332,0.155,0.064,4.33
15/05/2017 16:50,2,36,4,61.67,NA,NA,2.358,0.333,0.155,0.064,4.26
15/05/2017 18:50,2,36,5,60.92,NA,NA,2.315,0.329,0.154,0.064,4.2
15/05/2017 20:50,2,36,6,62.89,NA,NA,2.39,0.34,0.158,0.065,4.17
15/05/2017 22:50,2,36,7,65.05,NA,NA,2.445,0.348,0.162,0.066,4.12
16/05/2017 00:50,2,36,8,65.9,NA,NA,2.477,0.352,0.163,0.065,4.04
16/05/2017 02:50,2,36,9,66.06,NA,NA,2.513,0.359,0.167,0.067,4.04
16/05/2017 04:50,2,36,10,67,NA,NA,2.521,0.361,0.168,0.067,4.05
16/05/2017 06:50,2,36,11,66.31,NA,NA,2.532,0.363,0.168,0.068,4.02
16/05/2017 08:50,2,36,12,65.62,NA,NA,2.516,0.36,0.168,0.067,4.02
16/05/2017 10:50,2,36,13,64.22,NA,NA,2.469,0.354,0.164,0.066,4
16/05/2017 12:50,2,36,14,59.95,NA,NA,2.294,0.332,0.156,0.065,4.03
16/05/2017 14:50,2,36,15,59.67,NA,NA,2.298,0.331,0.155,0.064,4.02
16/05/2017 16:50,2,36,16,61.23,NA,NA,2.342,0.336,0.156,0.064,3.99
16/05/2017 18:50,2,36,17,62.42,NA,NA,2.374,0.341,0.159,0.065,4.01
16/05/2017 20:50,2,36,18,59.99,NA,NA,2.316,0.336,0.158,0.065,3.96
16/05/2017 22:50,2,36,19,59.73,NA,NA,2.318,0.339,0.159,0.065,4.04
17/05/2017 00:50,2,36,20,61.12,NA,NA,2.358,0.345,0.161,0.065,4.04
17/05/2017 02:50,2,36,21,62.38,NA,NA,2.396,0.349,0.163,0.065,4.04
17/05/2017 04:50,2,36,22,62.64,NA,NA,2.441,0.355,0.165,0.065,4.03
17/05/2017 06:50,2,36,23,62.7,NA,NA,2.419,0.353,0.164,0.065,4.04
17/05/2017 08:50,2,36,24,59.44,NA,NA,2.305,0.338,0.158,0.064,4.02
17/05/2017 12:40,2,36,25,56.66,NA,NA,2.218,0.329,0.156,0.064,4.65
17/05/2017 14:40,2,36,26,59.17,NA,NA,2.303,0.339,0.16,0.064,4.51
17/05/2017 16:40,2,36,27,61.35,NA,NA,2.434,0.365,0.175,0.07,4.3
17/05/2017 18:40,2,36,28,65.04,NA,NA,2.454,0.358,0.167,0.065,4.27
17/05/2017 20:40,2,36,29,65.08,NA,NA,2.466,0.363,0.17,0.066,4.18
17/05/2017 22:40,2,36,30,63.74,NA,NA,2.45,0.364,0.171,0.066,4.18
18/05/2017 00:40,2,36,31,64.26,NA,NA,2.47,0.367,0.172,0.066,4.11
18/05/2017 02:40,2,36,32,66.43,NA,NA,2.528,0.372,0.173,0.066,4.06
18/05/2017 04:40,2,36,33,67.97,NA,NA,2.556,0.376,0.175,0.066,3.99
18/05/2017 06:40,2,36,34,67.71,NA,NA,2.545,0.375,0.176,0.067,3.93
18/05/2017 08:40,2,36,35,66.37,NA,NA,2.52,0.375,0.176,0.067,3.95
18/05/2017 10:40,2,36,36,65.3,NA,NA,2.532,0.378,0.178,0.068,3.98
18/05/2017 12:40,2,36,37,67.1,NA,NA,2.562,0.384,0.18,0.068,3.97
18/05/2017 14:40,2,36,38,68.78,NA,NA,2.593,0.386,0.18,0.068,3.91
18/05/2017 16:40,2,36,39,63.48,NA,NA,2.402,0.358,0.169,0.066,3.93
18/05/2017 18:40,2,36,40,63.94,NA,NA,2.407,0.358,0.169,0.067,3.91
18/05/2017 20:40,2,36,41,65.02,NA,NA,2.464,0.368,0.173,0.067,3.94
18/05/2017 22:40,2,36,42,64.37,NA,NA,2.476,0.371,0.175,0.068,3.98
19/05/2017 00:40,2,36,43,64.14,NA,NA,2.472,0.375,0.176,0.068,3.94
19/05/2017 02:40,2,36,44,64.49,NA,NA,2.489,0.376,0.178,0.068,3.97
19/05/2017 04:40,2,36,45,66.82,NA,NA,2.555,0.38,0.178,0.068,3.97
19/05/2017 06:40,2,36,46,69.02,NA,NA,2.557,0.38,0.178,0.068,3.97
19/05/2017 08:40,2,36,47,67.02,NA,NA,2.524,0.378,0.177,0.068,3.93
19/05/2017 10:40,2,36,48,65.89,NA,NA,2.532,0.38,0.178,0.068,3.93
07/06/2017 15:00,2,37,1,52.85,NA,NA,2.028,0.305,0.149,0.065,4.56
07/06/2017 17:00,2,37,2,50.45,NA,NA,1.93,0.292,0.143,0.065,4.39
07/06/2017 19:00,2,37,3,48.12,NA,NA,1.858,0.281,0.138,0.063,4.29
07/06/2017 21:00,2,37,4,45.37,NA,NA,1.762,0.268,0.133,0.063,4.17
07/06/2017 23:00,2,37,5,42.66,NA,NA,1.696,0.26,0.13,0.062,4.18
08/06/2017 01:00,2,37,6,41.65,NA,NA,1.678,0.259,0.13,0.062,4.14
08/06/2017 03:00,2,37,7,43.03,NA,NA,1.715,0.261,0.13,0.062,4.09
08/06/2017 05:00,2,37,8,41.31,NA,NA,1.654,0.254,0.127,0.062,3.93
08/06/2017 07:00,2,37,9,39.08,NA,NA,1.587,0.245,0.123,0.061,4
08/06/2017 09:00,2,37,10,33.17,NA,NA,1.39,0.219,0.113,0.059,4.06
08/06/2017 11:00,2,37,11,34.39,NA,NA,1.414,0.22,0.114,0.06,4.06
08/06/2017 13:00,2,37,12,37.38,NA,NA,1.476,0.226,0.115,0.059,4.03
08/06/2017 15:00,2,37,13,40.24,NA,NA,1.556,0.237,0.119,0.06,4.05
08/06/2017 19:00,2,37,15,42.56,NA,NA,1.635,0.248,0.124,0.061,4.05
08/06/2017 21:00,2,37,16,42.69,NA,NA,1.665,0.253,0.126,0.061,4.08
08/06/2017 23:00,2,37,17,43.62,NA,NA,1.668,0.255,0.127,0.061,4.03
09/06/2017 01:00,2,37,18,43.46,NA,NA,1.681,0.258,0.129,0.062,4.04
09/06/2017 03:00,2,37,19,43.54,NA,NA,1.69,0.26,0.13,0.062,4.03
09/06/2017 05:00,2,37,20,43.39,NA,NA,1.697,0.264,0.133,0.065,4.05
09/06/2017 07:00,2,37,21,43.84,NA,NA,1.693,0.26,0.13,0.062,4.05
09/06/2017 09:00,2,37,22,43.83,NA,NA,1.703,0.262,0.13,0.062,4.05
09/06/2017 11:00,2,37,23,44.44,NA,NA,1.723,0.266,0.132,0.062,4.06
09/06/2017 13:00,2,37,24,45.87,NA,NA,1.757,0.269,0.134,0.063,4.12
26/07/2017 06:00,2,38,4,57.69,NA,NA,2.261,0.327,0.155,0.066,4.24
26/07/2017 07:00,2,38,5,58.59,NA,NA,2.224,0.318,0.151,0.065,4.16
26/07/2017 08:00,2,38,6,59.98,NA,NA,2.21,0.318,0.15,0.065,4.12
26/07/2017 09:00,2,38,7,59.78,NA,NA,2.225,0.318,0.15,0.064,4.1
26/07/2017 10:00,2,38,8,57.51,NA,NA,2.177,0.31,0.146,0.063,4.07
26/07/2017 11:00,2,38,9,56.37,NA,NA,2.085,0.298,0.141,0.062,4.05
26/07/2017 12:00,2,38,10,54.87,NA,NA,2.057,0.297,0.141,0.063,4.04
26/07/2017 13:00,2,38,11,56.04,NA,NA,2.082,0.302,0.144,0.063,4.04
26/07/2017 14:00,2,38,12,55.77,NA,NA,2.094,0.304,0.144,0.063,4.01
26/07/2017 15:00,2,38,13,55.28,NA,NA,2.131,0.308,0.146,0.064,4
26/07/2017 16:00,2,38,14,55.96,NA,NA,2.122,0.308,0.146,0.063,4
26/07/2017 17:00,2,38,15,56.51,NA,NA,2.131,0.308,0.145,0.063,3.99
26/07/2017 18:00,2,38,16,56.46,NA,NA,2.121,0.306,0.145,0.063,3.96
26/07/2017 19:00,2,38,17,56.75,NA,NA,2.129,0.306,0.145,0.063,3.97
26/07/2017 20:00,2,38,18,56.74,NA,NA,2.116,0.304,0.144,0.063,3.96
26/07/2017 21:00,2,38,19,55.99,NA,NA,2.121,0.306,0.145,0.063,3.93
26/07/2017 22:00,2,38,20,56.76,NA,NA,2.133,0.306,0.145,0.063,3.94
26/07/2017 23:00,2,38,21,56.33,NA,NA,2.132,0.307,0.145,0.064,3.97
27/07/2017 00:00,2,38,22,57.28,NA,NA,2.37,0.306,0.145,0.064,3.98
27/07/2017 01:00,2,38,23,56.41,NA,NA,2.131,0.307,0.146,0.064,4.01
27/07/2017 02:00,2,38,24,56.7,NA,NA,2.121,0.307,0.145,0.064,3.98
28/07/2017 11:00,2,39,3,54.92,NA,NA,2.107,0.302,0.144,0.064,4.02
28/07/2017 13:00,2,39,4,49.59,NA,NA,2.093,0.296,0.141,0.063,4.01
28/07/2017 15:00,2,39,5,53.77,NA,NA,2.015,0.288,0.138,0.063,4.02
28/07/2017 17:00,2,39,6,47.9,NA,NA,1.851,0.267,0.129,0.062,4.02
28/07/2017 19:00,2,39,7,42.35,NA,NA,1.789,0.255,0.125,0.061,3.43
28/07/2017 21:00,2,39,8,45.74,NA,NA,1.841,0.269,0.131,0.061,4.12
28/07/2017 23:00,2,39,9,47.7,NA,NA,1.887,0.276,0.133,0.062,4.04
29/07/2017 01:00,2,39,10,48.61,NA,NA,1.934,0.28,0.135,0.063,4.04
29/07/2017 03:00,2,39,11,49.93,NA,NA,1.958,0.281,0.136,0.062,4.05
29/07/2017 05:00,2,39,12,51.46,NA,NA,1.991,0.285,0.137,0.062,4
29/07/2017 07:00,2,39,13,52.81,NA,NA,2.009,0.286,0.137,0.062,4
29/07/2017 09:00,2,39,14,53.17,NA,NA,2.018,0.286,0.136,0.062,3.97
29/07/2017 11:00,2,39,15,52.47,NA,NA,2.028,0.289,0.139,0.064,3.96
29/07/2017 13:00,2,39,16,53.29,NA,NA,2.041,0.288,0.137,0.062,3.97
29/07/2017 15:00,2,39,17,52.45,NA,NA,2.037,0.291,0.14,0.065,4.01
29/07/2017 17:00,2,39,18,50.52,NA,NA,1.941,0.276,0.133,0.061,4.01
29/07/2017 19:00,2,39,19,48.92,NA,NA,1.875,0.27,0.131,0.061,3.68
29/07/2017 21:00,2,39,20,43.35,NA,NA,1.775,0.26,0.127,0.061,4.03
29/07/2017 23:00,2,39,21,41.48,NA,NA,1.796,0.262,0.128,0.061,4.04
30/07/2017 01:00,2,39,22,45.65,NA,NA,1.852,0.273,0.133,0.062,4.01
30/07/2017 03:00,2,39,23,49.45,NA,NA,1.915,0.277,0.133,0.061,4.01
30/07/2017 05:00,2,39,24,50.92,NA,NA,1.954,0.281,0.134,0.061,4.01
16/08/2017 21:00,2,40,4,53.72,NA,NA,1.973,0.288,0.138,0.064,4.48
16/08/2017 22:00,2,40,5,52.34,NA,NA,1.927,0.285,0.14,0.066,4.41
16/08/2017 23:00,2,40,6,50.05,NA,NA,1.86,0.271,0.132,0.063,4.39
17/08/2017 00:00,2,40,7,45.96,NA,NA,1.775,0.26,0.127,0.062,4.36
17/08/2017 01:00,2,40,8,46.88,NA,NA,1.783,0.262,0.128,0.062,4.27
17/08/2017 02:00,2,40,9,47.36,NA,NA,1.835,0.27,0.131,0.062,4.24
17/08/2017 03:00,2,40,10,47.15,NA,NA,1.838,0.274,0.135,0.064,4.15
17/08/2017 04:00,2,40,11,47.53,NA,NA,1.858,0.274,0.133,0.063,4.09
17/08/2017 05:00,2,40,12,46.9,NA,NA,1.893,0.276,0.133,0.062,4.03
17/08/2017 06:00,2,40,13,43.25,NA,NA,1.932,0.278,0.134,0.063,3.97
17/08/2017 07:00,2,40,14,49.62,NA,NA,1.912,0.279,0.135,0.063,3.95
17/08/2017 08:00,2,40,15,49.53,NA,NA,1.903,0.276,0.134,0.062,3.86
17/08/2017 09:00,2,40,16,51.07,NA,NA,1.93,0.281,0.137,0.064,3.8
17/08/2017 10:00,2,40,17,51.52,NA,NA,1.951,0.279,0.134,0.062,3.74
17/08/2017 11:00,2,40,18,51.86,NA,NA,1.945,0.283,0.138,0.064,4.68
17/08/2017 13:00,2,40,19,50.52,NA,NA,1.959,0.287,0.139,0.064,4.58
17/08/2017 15:00,2,40,20,51.57,NA,NA,1.961,0.284,0.137,0.062,4.53
17/08/2017 17:00,2,40,21,53.43,NA,NA,1.985,0.289,0.139,0.063,4.48
17/08/2017 19:00,2,40,22,52.22,NA,NA,2.018,0.29,0.139,0.063,4.44
17/08/2017 21:00,2,40,23,54.26,NA,NA,2.008,0.292,0.14,0.064,4.38
17/08/2017 22:00,2,40,24,53.57,NA,NA,2.015,0.292,0.14,0.063,4.33
17/08/2017 23:00,2,40,25,52.89,NA,NA,1.989,0.288,0.138,0.062,4.26
18/08/2017 01:00,2,40,26,51.68,NA,NA,1.986,0.289,0.14,0.064,4.2
18/08/2017 03:00,2,40,27,53.24,NA,NA,1.977,0.29,0.141,0.065,4.16
18/08/2017 07:00,2,40,28,53.43,NA,NA,1.964,0.288,0.138,0.063,4.07
18/08/2017 09:00,2,40,29,53.16,NA,NA,1.961,0.285,0.137,0.063,4
30/09/2017 18:00,2,41,1,41.06,NA,NA,1.554,0.243,0.124,0.062,4.52
30/09/2017 20:00,2,41,2,35.46,NA,NA,1.468,0.236,0.122,0.062,4.55
30/09/2017 22:00,2,41,3,34.94,NA,NA,1.476,0.235,0.12,0.061,4.51
01/10/2017 00:00,2,41,4,38.3,NA,NA,1.513,0.241,0.123,0.062,4.49
01/10/2017 02:00,2,41,5,40.13,NA,NA,1.545,0.244,0.123,0.061,4.42
01/10/2017 04:00,2,41,6,41.08,NA,NA,1.584,0.246,0.123,0.061,4.3
01/10/2017 06:00,2,41,7,42,NA,NA,1.608,0.249,0.125,0.061,4.2
01/10/2017 08:00,2,41,8,42.82,NA,NA,1.625,0.251,0.125,0.061,4.2
01/10/2017 10:00,2,41,9,44.06,NA,NA,1.639,0.251,0.125,0.061,4.11
01/10/2017 12:00,2,41,10,43.41,NA,NA,1.621,0.25,0.125,0.061,4.03
01/10/2017 14:00,2,41,11,43.04,NA,NA,1.611,0.249,0.124,0.061,3.95
01/10/2017 16:00,2,41,12,44.11,NA,NA,1.641,0.254,0.127,0.062,3.85
01/10/2017 18:00,2,41,13,45.46,NA,NA,1.682,0.257,0.128,0.062,3.78
01/10/2017 20:00,2,41,14,46.33,NA,NA,1.701,0.26,0.129,0.062,3.75
01/10/2017 22:00,2,41,15,45.49,NA,NA,1.725,0.265,0.131,0.063,3.71
02/10/2017 00:00,2,41,16,45.07,NA,NA,1.72,0.262,0.129,0.062,3.74
02/10/2017 02:00,2,41,17,46.43,NA,NA,1.732,0.265,0.13,0.062,3.73
02/10/2017 04:00,2,41,18,46.62,NA,NA,1.738,0.266,0.131,0.062,3.73
02/10/2017 06:00,2,41,19,47.49,NA,NA,1.769,0.271,0.134,0.064,3.72
02/10/2017 08:00,2,41,20,47.32,NA,NA,1.756,0.268,0.131,0.062,3.7
02/10/2017 10:00,2,41,21,48.27,NA,NA,1.77,0.267,0.131,0.062,3.69
02/10/2017 12:00,2,41,22,48.69,NA,NA,1.774,0.268,0.132,0.063,3.62
02/10/2017 14:00,2,41,23,47.71,NA,NA,1.764,0.271,0.133,0.063,3.68
02/10/2017 16:00,2,41,24,47.94,NA,NA,1.754,0.267,0.132,0.063,3.68
23/10/2017 00:00,2,42,1,28.87,NA,NA,1.177,0.188,0.098,0.058,4.39
23/10/2017 02:00,2,42,2,27.58,NA,NA,1.108,0.173,0.091,0.056,4.18
23/10/2017 04:00,2,42,3,25.5,NA,NA,1.052,0.168,0.089,0.056,4.13
23/10/2017 06:00,2,42,4,23.41,NA,NA,1.003,0.165,0.089,0.056,4.11
23/10/2017 08:00,2,42,5,22.72,NA,NA,1.015,0.166,0.09,0.056,4.07
23/10/2017 10:00,2,42,6,24.12,NA,NA,1.026,0.168,0.09,0.056,4.03
23/10/2017 12:00,2,42,7,25.76,NA,NA,1.056,0.17,0.091,0.056,3.99
23/10/2017 14:00,2,42,8,27.36,NA,NA,1.089,0.174,0.092,0.056,3.96
23/10/2017 16:00,2,42,9,27.86,NA,NA,1.107,0.176,0.093,0.056,3.94
23/10/2017 18:00,2,42,10,27.06,NA,NA,1.114,0.177,0.093,0.057,3.96
23/10/2017 20:00,2,42,11,27.82,NA,NA,1.122,0.177,0.093,0.057,3.94
23/10/2017 22:00,2,42,12,28.42,NA,NA,1.135,0.18,0.094,0.057,3.91
24/10/2017 00:00,2,42,13,27.59,NA,NA,1.161,0.182,0.095,0.057,3.94
24/10/2017 02:00,2,42,14,29.68,NA,NA,1.169,0.185,0.097,0.058,3.92
24/10/2017 04:00,2,42,15,30.06,NA,NA,1.185,0.187,0.098,0.058,3.92
24/10/2017 06:00,2,42,16,30.89,NA,NA,1.199,0.19,0.099,0.058,3.94
24/10/2017 08:00,2,42,17,31.19,NA,NA,1.22,0.192,0.099,0.058,3.91
24/10/2017 10:00,2,42,18,31.1,NA,NA,1.22,0.196,0.102,0.06,3.84
24/10/2017 12:00,2,42,19,31.18,NA,NA,1.224,0.195,0.1,0.058,3.88
24/10/2017 14:00,2,42,20,32.39,NA,NA,1.238,0.195,0.1,0.057,3.91
